Timestamp,X-axis,Y-axis,Z-axis,yymmddhhmmss,ActionType
1378458569165,82,796,0
1378458570340,81,892,796
1378458571151,80,800,1688
1378458572126,79,796,2488
1378458573264,78,804,3284
1378458573975,78,768,4088
1378458575088,78,776,4856
1378458576237,77,760,5632
1378458576935,78,768,6392
1378458578070,78,760,7160
1378458579160,77,852,7920
1378458580270,76,868,8772
1378458581004,75,884,9640
1378458582115,74,832,10524
1378458583261,74,848,11356
1378458583944,74,844,12204
1378458585077,73,816,13048
1378458586187,74,720,13864
1378458586924,75,704,14584
1378458588067,76,700,15288
1378458589146,77,824,15988
1378458590255,77,864,16812
1378458590994,76,880,17676
1378458592108,76,808,18556
1378458593214,76,796,19364
1378458593956,75,868,20160
1378458595067,74,832,21028
1378458596175,74,884,21860
1378458596916,74,764,22744
1378458598064,74,748,23508
1378458599135,75,784,24256
1378458599918,75,932,25040
1378458600979,75,860,25972
1378458602099,74,876,26832
1378458603205,74,792,27708
1378458603979,73,872,28500
1378458605113,72,932,29372
1378458606165,71,904,30304
1378458606918,71,892,31208
1378458608015,71,852,32100
1378458609124,71,792,32952
1378458610242,71,816,33744
1378458610975,72,880,34560
1378458612101,71,880,35440
1378458613196,71,784,36320
1378458613935,72,792,37104
1378458614932,72,847,37896
1378458616157,72,880,38743
1378458616901,72,852,39623
1378458618018,72,772,40475
1378458619119,73,772,41247
1378458620226,73,880,42019
1378458620965,73,840,42899
1378458622132,72,840,43739
1378458623185,73,740,44579
1378458623925,73,844,45319
1378458625079,73,812,46163
1378458626145,73,864,46975
1378458627255,73,796,47839
1378458627996,73,776,48635
1378458629124,74,868,49411
1378458630216,74,784,50279
1378458630909,74,840,51063
1378458632061,73,836,51903
1378458633193,74,728,52739
1378458633916,75,732,53467
1378458635028,75,840,54199
1378458636137,75,816,55039
1378458637249,75,748,55855
1378458637985,75,804,56603
1378458639099,75,856,57407
1378458640225,75,832,58263
1378458640946,74,728,59095
1378458642066,75,712,59823
1378458643167,76,752,60535
1378458643906,76,840,61287
1378458645016,76,772,62127
1378458645896,76,760,62899
1378458647251,76,776,63659
1378458647977,75,856,64435
1378458649093,75,800,65291
1378458650197,75,772,66091
1378458650936,75,808,66863
1378458652064,74,856,67671
1378458653159,74,816,68527
1378458653895,74,896,69343
1378458655005,73,796,70239
1378458656117,74,764,71035
1378458657226,75,776,71799
1378458657968,75,864,72575
1378458659084,75,816,73439
1378458660179,75,712,74255
1378458660926,75,752,74967
1378458661882,75,800,75719
1378458663147,75,808,76519
1378458663889,75,744,77327
1378458664996,76,724,78071
1378458666111,77,732,78795
1378458667216,77,836,79527
1378458667956,77,856,80363
1378458669080,76,856,81219
1378458670177,76,784,82075
1378458670916,76,772,82859
1378458672043,76,788,83631
1378458673137,76,832,84419
1378458673886,76,768,85251
1378458674985,76,744,86019
1378458676099,76,748,86763
1378458676890,76,880,87511
1378458677947,75,848,88391
1378458679084,75,792,89239
1378458680166,75,812,90031
1378458680909,75,871,90843
1378458682009,74,852,91714
1378458683126,74,776,92566
1378458683866,74,784,93342
1378458684996,74,848,94126
1378458686089,74,796,94974
1378458687195,75,684,95770
1378458687954,76,700,96454
1378458689084,76,756,97154
1378458690157,77,820,97910
1378458690895,76,848,98730
1378458692008,76,756,99578
1378458692867,76,756,100334
1378458693858,77,848,101090
1378458694980,76,812,101938
1378458696079,76,756,102750
1378458697186,77,736,103506
1378458697926,77,764,104242
1378458699111,77,788,105006
1378458700148,78,708,105794
1378458700888,79,644,106502
1378458702012,80,692,107146
1378458703110,81,692,107838
1378458703856,82,680,108530
1378458704957,83,720,109210
1378458706104,83,716,109930
1378458707178,82,776,110646
1378458707877,82,772,111422
1378458709093,81,776,112194
1378458710153,81,744,112970
1378458710876,81,704,113714
1378458711986,82,664,114418
1378458713089,82,688,115082
1378458714208,83,704,115770
1378458714945,83,736,116474
1378458716092,83,744,117210
1378458717165,83,700,117954
1378458717905,83,704,118654
1378458719016,83,732,119358
1378458720157,83,744,120090
1378458720865,83,772,120834
1378458721975,82,844,121606
1378458723093,81,796,122450
1378458723851,80,812,123246
1378458724937,80,748,124058
1378458726075,80,780,124806
1378458727157,79,796,125586
1378458727899,79,800,126382
1378458729005,78,792,127182
1378458730117,78,716,127974
1378458730856,79,756,128690
1378458731960,79,764,129446
1378458733075,79,784,130210
1378458734189,78,724,130994
1378458734919,79,744,131718
1378458736064,79,756,132462
1378458737145,79,812,133218
1378458737899,79,736,134030
1378458738854,80,716,134766
1378458740111,80,736,135482
1378458740862,79,756,136218
1378458741955,79,828,136974
1378458743092,79,704,137802
1378458744192,79,848,138506
1378458744918,78,804,139354
1378458746028,77,860,140158
1378458747136,77,743,141018
1378458747878,77,784,141761
1378458748985,77,840,142545
1378458750099,76,772,143385
1378458750835,77,776,144157
1378458751948,77,784,144933
1378458753069,77,852,145717
1378458754181,76,832,146569
1378458754837,76,848,147401
1378458756017,75,752,148249
1378458757128,76,844,149001
1378458757871,75,784,149845
1378458758976,75,840,150629
